Id,Brand,Model,Price,Selling_platform,Rating,Refresh_rate,Screen_size,Ram,Storage,Processor,Camera_setup,imgURL
1644,Apple,iPhone Max 20,831.18,Reliance Digital,3.9,60,6.1,6,1024,A15 Bionic,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1645,Oppo,Xperia Mini 19,1691.57,Reliance Digital,4.5,60,5.8,12,128,Helio G99,108MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1646,Oppo,Pixel Ultra 24,1785.92,eBay,4.3,144,7.1,6,1024,Dimensity 920,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1647,Google,Pixel Mini 25,1602.41,Best Buy,3.5,60,5.9,16,256,Tensor G1,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1648,Vivo,Xperia Ultra 20,881.97,Flipkart,3.3,144,5.6,8,1024,Helio G99,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1649,Oppo,Xperia 5G 19,1369.07,Official Store,4.1,165,5.2,8,1024,Helio G99,48MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1650,OnePlus,Galaxy S Max 24,185.46,Walmart,4.7,144,5.3,16,1024,Dimensity 9000,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1651,Xiaomi,Mate Turbo 11,410.16,AliExpress,4.5,90,6.0,16,1024,Dimensity 1080,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1652,Motorola,Xperia Pro 17,1485.46,Walmart,3.1,144,6.3,6,64,Helio G99,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1653,Google,Narzo 5G 14,234.52,Best Buy,4.8,165,5.3,4,128,Tensor G1,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1654,Huawei,Galaxy S Mini 21,824.31,AliExpress,3.3,90,6.5,4,1024,Helio G99,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1655,Oppo,Xperia Plus 12,994.52,eBay,4.3,144,5.5,6,256,Helio G99,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1656,Vivo,Redmi Note Lite 19,1743.76,Amazon,4.9,144,6.1,4,64,Dimensity 920,48MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1657,Xiaomi,P Series Edge 14,1217.29,Reliance Digital,4.6,60,6.7,4,512,Snapdragon 7 Gen 1,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1658,Realme,iPhone Pro 24,1428.0,Best Buy,4.0,165,7.2,6,64,Dimensity 920,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1659,OnePlus,Reno Max 13,687.01,Best Buy,4.6,120,6.7,12,64,Snapdragon 8+ Gen 1,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1660,Realme,Pixel Lite 16,275.08,eBay,4.1,90,5.8,4,128,Helio G99,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1661,Huawei,Pixel Pro 17,1634.84,Amazon,4.8,60,5.3,12,128,Dimensity 920,200MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1662,Xiaomi,P Series Ultra 16,1548.29,Reliance Digital,3.4,144,7.0,6,256,Dimensity 1080,108MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1663,Apple,Galaxy S 5G 25,1021.26,Walmart,3.9,60,6.5,4,256,A15 Bionic,48MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1664,Sony,Mate 5G 16,1239.11,eBay,4.8,165,5.5,4,64,Dimensity 920,108MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1665,Motorola,Pixel Ultra 21,1843.78,Amazon,4.5,144,5.8,4,256,Dimensity 920,200MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1666,OnePlus,Redmi Note Pro 15,191.13,Amazon,3.3,60,7.1,16,256,Snapdragon 8+ Gen 1,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1667,Huawei,Moto G 5G 23,1780.42,Reliance Digital,4.1,165,7.3,4,64,Dimensity 920,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1668,Samsung,Pixel Edge 21,1861.78,Walmart,4.8,120,5.6,12,256,Snapdragon 8 Gen 2,64MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1669,Motorola,Galaxy S 5G 15,1993.58,Reliance Digital,4.3,165,6.8,16,128,Dimensity 920,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1670,Xiaomi,Nord Pro 22,337.06,AliExpress,4.1,120,5.5,6,64,Snapdragon 7 Gen 1,64MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1671,Motorola,Xperia Edge 24,555.73,Best Buy,3.5,90,6.9,16,1024,Helio G99,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1672,Samsung,Nord Plus 23,381.7,eBay,3.6,144,6.0,8,1024,Snapdragon 8 Gen 2,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1673,Huawei,Nord Plus 22,1310.6,AliExpress,3.1,60,7.1,4,512,Helio G99,108MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1674,Nokia,P Series SE 24,950.58,Flipkart,4.2,144,5.7,6,512,Helio G99,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1675,Huawei,Mate 5G 20,722.28,Flipkart,4.0,120,5.3,16,128,Helio G99,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1676,OnePlus,Reno Lite 22,1235.52,Best Buy,4.8,144,6.6,12,1024,Snapdragon 8+ Gen 1,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1677,Samsung,iPhone 5G 11,480.88,Reliance Digital,4.6,60,5.7,12,1024,Snapdragon 8 Gen 2,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1678,Google,Moto G Plus 19,1281.98,Official Store,3.4,90,7.2,6,256,Tensor G1,12MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1679,Huawei,Galaxy S Pro 12,540.42,eBay,3.0,120,6.5,16,128,Helio G99,12MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1680,Apple,Reno Lite 15,1357.02,Best Buy,3.0,60,6.2,6,64,A16 Bionic,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
1681,Sony,Nord Ultra 18,295.03,Official Store,4.5,165,5.2,6,1024,Helio G99,48MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1682,Huawei,Mate 5G 18,524.33,Best Buy,3.7,60,5.2,16,512,Dimensity 920,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1683,Oppo,P Series Max 24,1599.7,Best Buy,3.6,90,5.6,12,256,Dimensity 920,200MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1684,Samsung,Narzo 5G 22,1772.58,Flipkart,4.5,60,7.2,6,128,Snapdragon 8 Gen 2,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1685,Apple,Narzo Ultra 24,1291.52,Reliance Digital,4.8,90,5.2,12,256,A16 Bionic,48MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1686,Apple,Nord Edge 10,1081.78,Reliance Digital,3.4,165,5.3,6,64,A15 Bionic,50MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1687,OnePlus,Xperia Ultra 20,599.67,Walmart,4.0,165,7.5,6,512,Dimensity 9000,108MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1688,Motorola,Pixel Max 11,1848.82,Official Store,3.7,120,7.0,8,512,Helio G99,200MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1689,Google,Mate Turbo 20,1752.21,Amazon,4.6,165,6.1,16,128,Tensor G1,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1690,OnePlus,Narzo Mini 25,1215.47,Walmart,3.4,90,6.1,8,256,Dimensity 9000,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1691,Realme,Moto G Lite 20,207.68,Official Store,3.3,144,7.4,12,128,Dimensity 920,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1692,Realme,Pixel 5G 23,1964.16,Amazon,3.2,120,5.6,6,128,Dimensity 920,200MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1693,Sony,Galaxy S Turbo 25,854.94,Walmart,3.1,165,5.7,4,1024,Helio G99,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1694,Nokia,Galaxy S Mini 20,386.44,Best Buy,4.1,120,7.1,6,1024,Dimensity 920,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1695,Google,P Series Ultra 20,1265.78,Reliance Digital,3.8,90,7.1,16,256,Tensor G1,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1696,Apple,Nord Ultra 25,797.94,Best Buy,3.1,60,6.8,4,512,A16 Bionic,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1697,Vivo,P Series Turbo 18,1823.55,eBay,4.3,60,5.3,4,128,Dimensity 920,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1698,Apple,Xperia Pro 25,476.19,eBay,5.0,165,7.0,4,64,A15 Bionic,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1699,Google,P Series Ultra 10,722.8,Reliance Digital,4.8,120,7.4,12,512,Tensor G1,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1700,Sony,Reno Mini 14,807.61,Flipkart,3.3,90,5.6,8,1024,Dimensity 920,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1701,Huawei,Pixel Plus 20,1345.08,Flipkart,3.4,165,6.0,8,64,Dimensity 920,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1702,Motorola,Moto G Edge 17,1064.59,Reliance Digital,3.1,165,5.8,4,512,Dimensity 920,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1703,OnePlus,Pixel Max 22,1371.6,Amazon,4.0,120,6.2,4,64,Dimensity 9000,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1704,Xiaomi,Galaxy S Mini 25,1143.32,AliExpress,3.2,144,6.8,12,64,Snapdragon 7 Gen 1,108MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1705,Realme,Reno Mini 15,549.21,Best Buy,3.1,60,6.9,16,64,Helio G99,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1706,Realme,Nord Ultra 16,843.08,Walmart,4.7,120,6.3,4,512,Dimensity 920,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1707,Oppo,Reno Mini 25,237.36,AliExpress,3.6,120,5.4,8,512,Helio G99,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1708,Apple,Galaxy S Turbo 12,1237.61,Best Buy,4.3,60,5.7,16,64,A15 Bionic,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1709,Vivo,Galaxy S Edge 19,883.92,Walmart,4.4,144,5.4,4,1024,Dimensity 920,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1710,Nokia,Reno Lite 17,691.37,AliExpress,3.4,144,7.5,6,64,Dimensity 920,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1711,Nokia,P Series 5G 24,1665.71,Flipkart,3.7,120,6.4,4,64,Dimensity 920,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1712,Huawei,Mate Pro 13,657.36,Best Buy,4.0,90,5.1,16,512,Helio G99,200MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1713,Xiaomi,Redmi Note Ultra 12,973.9,Official Store,4.5,90,6.6,16,128,Snapdragon 7 Gen 1,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1714,Oppo,V Series SE 11,1078.82,Flipkart,3.2,144,7.5,6,256,Dimensity 920,48MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1715,Oppo,Moto G Mini 25,1821.21,Walmart,4.9,144,7.3,12,256,Dimensity 920,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1716,Samsung,Narzo Plus 17,1681.0,Amazon,4.0,165,5.9,6,256,Exynos 2200,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1717,Huawei,iPhone Edge 20,454.09,AliExpress,3.0,144,7.3,12,256,Dimensity 920,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1718,Sony,Narzo Lite 12,338.76,Flipkart,3.9,144,6.9,8,128,Dimensity 920,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1719,Nokia,Moto G Max 18,1414.34,Best Buy,4.6,90,5.6,6,64,Helio G99,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1720,Realme,Galaxy S Edge 18,1670.36,Flipkart,4.3,120,5.3,12,256,Helio G99,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1721,Samsung,Redmi Note Edge 14,710.09,Walmart,4.9,90,5.8,8,64,Snapdragon 8 Gen 2,50MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1722,Vivo,Moto G 5G 20,559.43,Best Buy,3.9,90,6.1,8,1024,Dimensity 920,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1723,OnePlus,P Series Mini 16,1358.05,AliExpress,4.1,165,5.4,6,64,Dimensity 9000,50MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1724,OnePlus,V Series Turbo 25,1252.95,Walmart,4.6,60,6.2,16,1024,Snapdragon 8+ Gen 1,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1725,Realme,V Series SE 25,687.83,Official Store,4.1,165,6.4,12,64,Helio G99,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1726,Sony,Nord Ultra 18,772.08,AliExpress,3.7,60,5.5,12,64,Dimensity 920,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1727,Vivo,Galaxy S Pro 18,1281.75,Amazon,4.4,144,7.4,16,512,Dimensity 920,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1728,Realme,Redmi Note Edge 21,559.27,eBay,3.7,120,6.0,8,512,Dimensity 920,200MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1729,Realme,Nord SE 16,616.32,Reliance Digital,3.5,120,7.5,16,512,Dimensity 920,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1730,Vivo,Moto G Lite 11,1421.41,eBay,3.6,120,6.2,16,64,Helio G99,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1731,Vivo,Moto G Lite 24,985.09,Flipkart,4.3,90,6.6,6,1024,Helio G99,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1732,Realme,iPhone Edge 21,519.63,Flipkart,5.0,60,7.4,16,256,Helio G99,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1733,Sony,Moto G Turbo 18,1632.22,AliExpress,4.0,165,5.3,4,1024,Helio G99,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1734,Oppo,iPhone Mini 21,1916.38,Amazon,4.5,165,5.8,4,64,Helio G99,108MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1735,Motorola,Reno Ultra 25,185.32,Reliance Digital,4.9,120,5.1,16,64,Helio G99,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1736,Apple,Redmi Note SE 12,484.84,AliExpress,3.3,120,6.8,16,512,A16 Bionic,50MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1737,Sony,Redmi Note Turbo 22,1535.18,Amazon,4.6,165,5.4,16,256,Helio G99,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1738,Samsung,Moto G Lite 12,780.3,eBay,4.0,90,5.4,4,64,Snapdragon 8 Gen 2,48MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1739,OnePlus,Moto G Plus 14,1407.54,Amazon,3.8,60,5.7,4,512,Dimensity 9000,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1740,Vivo,Xperia 5G 20,1838.62,Amazon,3.4,90,6.1,12,64,Dimensity 920,12MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1741,Motorola,Nord Lite 25,780.4,Reliance Digital,3.8,165,6.4,12,256,Dimensity 920,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1742,OnePlus,Pixel Edge 17,172.14,eBay,3.6,120,5.9,16,512,Snapdragon 8+ Gen 1,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1743,Google,Narzo Lite 13,871.65,Flipkart,3.7,90,5.3,6,64,Tensor G2,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1744,Vivo,Narzo Max 25,1597.07,Amazon,3.7,165,7.0,8,64,Helio G99,48MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1745,Huawei,V Series SE 15,1055.36,AliExpress,4.6,120,7.5,6,256,Helio G99,200MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1746,Apple,iPhone Turbo 25,1523.75,Best Buy,4.0,165,5.8,4,128,A15 Bionic,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1747,Motorola,Pixel 5G 10,1113.43,Flipkart,4.5,120,5.2,6,64,Helio G99,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1748,Oppo,V Series Turbo 10,824.65,AliExpress,4.2,60,6.2,16,128,Helio G99,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1749,Nokia,Xperia 5G 10,1403.8,Official Store,3.4,60,5.7,4,64,Helio G99,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1750,Xiaomi,Galaxy S SE 14,313.89,Official Store,3.5,144,7.3,6,64,Dimensity 1080,12MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
